tile_z_x_y,mask,center_mask,width,length
13_3862_4280,"[(226.0, 29.5), (226.0, 16.5), (187.0, 15.5), (185.5, 18.0), (185.5, 26.0), (188.0, 29.5), (226.0, 29.5)]","[129926.72, 482881.66]",17.01,5.88
13_3862_4280,"[(126.0, 28.5), (126.5, 14.0), (125.0, 12.5), (100.5, 12.0), (100.5, 26.0), (102.0, 27.5), (126.0, 28.5)]","[129887.974, 482882.761]",6.702,10.942
13_3862_4280,"[(86.0, 27.5), (86.0, 20.5), (63.0, 18.5), (22.5, 19.0), (22.5, 25.0), (24.0, 26.5), (86.0, 27.5)]","[129863.113, 482881.545]",3.624,26.724
13_3882_4256,"[(98.0, 214.5), (99.5, 213.0), (99.0, 195.5), (65.0, 194.5), (61.5, 196.0), (62.5, 212.0), (65.0, 214.5), (98.0, 214.5)]","[132024.566, 480224.755]",15.96,8.4
13_3882_4256,"[(254.0, 212.5), (254.0, 190.5), (246.0, 189.5), (244.5, 191.0), (244.5, 196.0), (246.5, 214.0), (253.0, 214.5), (254.0, 212.5)]","[132095.545, 480226.059]",3.99,10.5
13_3882_4256,"[(0, 202.5), (0, 212.5), (9.0, 213.5), (9.5, 202.0), (0, 202.5)]","[131992.708, 480223.535]",4.835,3.977
13_3882_4256,"[(166.0, 211.5), (172.0, 209.5), (189.0, 209.5), (189.5, 192.0), (166.0, 191.5), (149.0, 193.5), (149.5, 211.0), (166.0, 211.5)]","[132061.709, 480226.218]",8.398,16.993
13_3882_4256,"[(234.0, 211.5), (233.0, 194.5), (200.0, 193.5), (198.5, 195.0), (198.5, 207.0), (200.0, 208.5), (217.0, 211.5), (234.0, 211.5)]","[132081.635, 480225.716]",7.34,15.113
13_3882_4256,"[(40.0, 213.5), (52.0, 212.5), (53.5, 211.0), (53.5, 202.0), (52.0, 200.5), (41.0, 200.5), (38.0, 202.5), (25.0, 202.5), (22.5, 204.0), (23.0, 213.5), (40.0, 213.5)]","[132006.899, 480223.611]",13.046,5.43
13_3882_4256,"[(141.0, 212.5), (142.5, 211.0), (142.0, 201.5), (125.0, 201.5), (116.5, 204.0), (117.0, 212.5), (119.0, 209.5), (123.0, 212.5), (141.0, 212.5)]","[132045.399, 480223.775]",10.92,4.62
13_3882_4256,"[(126.0, 212.5), (126.5, 210.0), (129.5, 208.0), (130.0, 204.5), (110.0, 203.5), (107.5, 206.0), (108.0, 212.5), (126.0, 212.5)]","[132040.273, 480223.325]",9.45,3.78
13_3854_4257,"[(253.0, 253.5), (253.5, 250.0), (252.0, 247.5), (246.0, 246.5), (232.0, 239.5), (227.0, 239.5), (224.5, 244.0), (224.5, 248.0), (229.0, 253.5), (253.0, 253.5)]","[129079.738, 480314.155]",12.18,5.88
13_3895_4242,"[(76.0, 192.5), (78.5, 191.0), (78.5, 175.0), (77.0, 173.5), (34.0, 172.5), (32.5, 174.0), (32.5, 191.0), (34.0, 192.5), (76.0, 192.5)]","[133411.694, 478728.689]",19.32,8.4
13_3895_4242,"[(0, 170.5), (0, 184.5), (1.0, 187.5), (18.0, 190.5), (27.5, 190.0), (28.0, 170.5), (0, 170.5)]","[133394.483, 478729.875]",8.4,11.76
13_3707_4225,"[(8.0, 94.5), (33.5, 80.0), (28.0, 71.5), (21.0, 71.5), (9.0, 78.5), (0, 82.0), (0, 88.0), (2.5, 93.0), (4.0, 94.5), (8.0, 94.5)]","[113181.213, 476942.929]",14.017,6.225
13_3891_4267,"[(250.5, 0), (238.5, 0), (240.5, 23.0), (244.0, 25.5), (252.0, 25.5), (253.5, 24.0), (253.5, 10.0), (250.5, 0)]","[133061.85, 481488.137]",5.912,11.161
13_3895_4235,"[(122.0, 238.5), (127.5, 233.0), (139.5, 213.0), (145.5, 202.0), (145.0, 197.5), (136.0, 196.5), (130.5, 202.0), (114.5, 229.0), (113.5, 235.0), (122.0, 238.5)]","[133442.833, 477961.67]",20.294,5.607
13_3895_4235,"[(200.0, 228.5), (208.5, 221.0), (208.5, 214.0), (178.0, 196.5), (172.0, 194.5), (164.5, 203.0), (162.5, 208.0), (184.0, 221.5), (200.0, 228.5)]","[133466.665, 477963.912]",7.853,19.791
13_3891_4230,"[(43.0, 146.5), (56.0, 135.5), (74.0, 126.5), (76.5, 122.0), (66.0, 114.5), (64.0, 114.5), (51.0, 123.5), (33.5, 138.0), (33.5, 141.0), (38.0, 146.5), (43.0, 146.5)]","[132981.202, 477460.528]",19.391,6.535
13_3796_4319,"[(218.0, 79.5), (219.5, 77.0), (218.5, 74.0), (191.0, 48.5), (188.0, 46.5), (183.0, 46.5), (181.5, 48.0), (182.5, 53.0), (210.0, 77.5), (213.0, 79.5), (218.0, 79.5)]","[122828.064, 487058.064]",3.786,20.247
13_3698_4220,"[(177.0, 187.5), (182.5, 183.0), (182.5, 180.0), (176.5, 168.0), (165.0, 149.5), (162.0, 148.5), (156.0, 150.5), (154.5, 155.0), (171.5, 186.0), (173.0, 187.5), (177.0, 187.5)]","[112277.934, 476369.41]",5.476,17.867
13_3698_4220,"[(155.0, 146.5), (155.5, 140.0), (153.5, 136.0), (148.5, 129.0), (143.5, 117.0), (140.0, 112.5), (138.0, 112.5), (134.5, 115.0), (134.5, 118.0), (138.5, 126.0), (148.5, 144.0), (152.0, 146.5), (155.0, 146.5)]","[112267.959, 476385.645]",3.619,15.962
13_3891_4226,"[(7.0, 251.5), (10.0, 248.5), (22.0, 244.5), (27.5, 241.0), (27.5, 238.0), (19.0, 226.5), (2.0, 234.5), (0, 237.0), (0, 246.0), (1.5, 251.0), (7.0, 251.5)]","[132963.682, 476984.604]",12.205,7.377
13_3891_4226,"[(70.5, 254.0), (91.5, 254.0), (93.5, 252.0), (64.0, 237.5), (55.5, 253.0), (70.5, 254.0)]","[132988.661, 476980.836]",7.417,14.138
13_3811_4381,"[(53.0, 245.5), (54.5, 244.0), (54.5, 239.0), (53.0, 236.5), (29.0, 232.5), (17.5, 233.0), (18.0, 242.5), (41.0, 245.5), (53.0, 245.5)]","[124371.785, 493650.24]",4.762,16.007
13_3890_4241,"[(160.0, 65.5), (162.5, 59.0), (162.5, 50.0), (161.0, 48.5), (128.0, 43.5), (118.0, 40.5), (114.0, 40.5), (112.5, 42.0), (111.5, 56.0), (114.0, 58.5), (121.0, 57.5), (133.0, 59.5), (152.0, 65.5), (160.0, 65.5)]","[132908.59, 478675.649]",7.739,21.946
13_3890_4241,"[(62.0, 50.5), (65.5, 46.0), (66.5, 40.0), (66.5, 36.0), (64.0, 33.5), (48.0, 30.5), (29.0, 24.5), (23.0, 24.5), (17.5, 27.0), (17.5, 33.0), (23.0, 39.5), (62.0, 50.5)]","[132868.79, 478682.501]",7.1,21.569
13_3755_4282,"[(59.0, 15.5), (72.0, 13.5), (90.0, 13.5), (91.5, 12.0), (90.5, 3.0), (59.0, 3.5), (48.0, 4.5), (46.5, 6.0), (46.5, 13.0), (49.0, 15.5), (59.0, 15.5)]","[118364.409, 483102.492]",18.888,5.03
13_3755_4282,"[(254.0, 197.5), (253.0, 184.5), (227.5, 185.0), (227.5, 200.0), (229.0, 201.5), (243.0, 201.5), (253.0, 199.5), (254.0, 197.5)]","[118436.629, 483025.208]",11.148,7.056
13_3722_4373,"[(98.0, 28.5), (104.5, 26.0), (104.5, 22.0), (102.0, 19.5), (79.0, 13.5), (38.0, 10.5), (34.5, 12.0), (33.5, 15.0), (36.0, 19.5), (41.0, 21.5), (77.0, 27.5), (98.0, 28.5)]","[114816.581, 492882.357]",5.926,30.078
13_3722_4373,"[(143.0, 42.5), (144.5, 33.0), (143.0, 31.5), (123.0, 26.5), (118.5, 28.0), (117.5, 35.0), (119.0, 37.5), (136.0, 42.5), (143.0, 42.5)]","[114842.571, 492875.984]",5.195,11.46
13_3770_4317,"[(61.0, 91.5), (65.5, 88.0), (65.5, 84.0), (57.5, 65.0), (52.0, 56.5), (45.0, 57.5), (43.5, 59.0), (43.5, 63.0), (47.5, 70.0), (54.5, 90.0), (56.0, 91.5), (61.0, 91.5)]","[119971.487, 486838.276]",5.229,15.76
13_3770_4317,"[(99.0, 164.5), (104.5, 160.0), (103.5, 151.0), (93.5, 126.0), (89.0, 121.5), (81.5, 126.0), (81.5, 129.0), (87.5, 140.0), (95.5, 161.0), (99.0, 164.5)]","[119987.864, 486809.708]",5.122,18.229
13_3770_4317,"[(152.0, 182.5), (157.5, 179.0), (157.5, 177.0), (152.5, 169.0), (147.5, 156.0), (145.0, 153.5), (136.5, 158.0), (136.5, 164.0), (144.5, 180.0), (147.0, 182.5), (152.0, 182.5)]","[120009.908, 486798.526]",5.635,12.209
13_3770_4317,"[(123.0, 121.5), (127.5, 119.0), (127.5, 108.0), (125.5, 100.0), (114.5, 78.0), (110.0, 75.5), (104.5, 81.0), (113.5, 103.0), (116.5, 119.0), (118.0, 121.5), (123.0, 121.5)]","[119997.788, 486827.73]",6.008,20.067
13_3770_4317,"[(46.0, 52.5), (49.5, 49.0), (47.5, 42.0), (43.5, 36.0), (38.5, 21.0), (33.0, 14.5), (30.0, 14.5), (25.5, 17.0), (25.5, 20.0), (36.5, 47.0), (40.0, 52.5), (46.0, 52.5)]","[119964.118, 486855.236]",5.071,17.316
13_3770_4317,"[(28.5, 0), (17.5, 0), (23.0, 12.5), (26.0, 12.5), (32.5, 8.0), (28.5, 0)]","[119959.042, 486867.102]",4.413,6.243
13_3770_4317,"[(81.0, 122.5), (89.5, 117.0), (89.5, 114.0), (83.5, 102.0), (76.0, 92.5), (74.0, 92.5), (69.0, 94.5), (66.5, 98.0), (74.5, 112.0), (77.5, 121.0), (81.0, 122.5)]","[119981.43, 486824.415]",5.815,12.784
13_3770_4317,"[(104.0, 72.5), (107.5, 69.0), (107.5, 66.0), (103.5, 47.0), (98.0, 38.5), (95.0, 38.5), (91.5, 42.0), (91.5, 48.0), (94.5, 54.0), (97.5, 69.0), (100.0, 71.5), (104.0, 72.5)]","[119990.326, 486846.162]",4.961,14.769
13_3820_4310,"[(52.0, 239.5), (67.0, 232.5), (68.5, 228.0), (57.5, 209.0), (50.0, 200.5), (48.0, 200.5), (34.0, 208.5), (32.5, 213.0), (41.5, 226.0), (47.5, 238.0), (52.0, 239.5)]","[125345.744, 486024.339]",9.929,15.668
13_3748_4377,"[(41.0, 174.5), (59.0, 167.5), (76.0, 163.5), (79.5, 161.0), (80.5, 158.0), (77.0, 154.5), (69.0, 154.5), (34.0, 164.5), (27.5, 169.0), (30.0, 174.5), (41.0, 174.5)]","[117605.588, 493251.589]",22.673,4.846
13_3748_4377,"[(35.0, 187.5), (54.0, 185.5), (78.0, 179.5), (85.0, 175.5), (89.5, 170.0), (87.0, 166.5), (83.0, 164.5), (76.0, 164.5), (61.0, 168.5), (55.0, 170.5), (52.0, 173.5), (40.0, 176.5), (26.5, 185.0), (29.0, 187.5), (35.0, 187.5)]","[117608.559, 493246.512]",27.19,6.304
13_3898_4243,"[(144.0, 120.5), (156.0, 112.5), (173.5, 104.0), (172.5, 98.0), (169.0, 91.5), (166.0, 91.5), (157.0, 97.5), (134.5, 108.0), (134.5, 111.0), (138.5, 119.0), (140.0, 120.5), (144.0, 120.5)]","[133775.703, 478868.334]",16.742,6.502
13_3898_4243,"[(53.0, 171.5), (88.5, 149.0), (88.5, 146.0), (83.0, 137.5), (79.0, 138.5), (76.0, 141.5), (52.0, 154.5), (45.5, 160.0), (45.5, 164.0), (53.0, 171.5)]","[133739.081, 478848.085]",19.301,6.256
13_3898_4243,"[(0, 201.5), (0, 215.0), (2.0, 215.5), (16.0, 203.5), (21.0, 201.5), (22.5, 198.0), (16.0, 189.5), (13.0, 189.5), (3.0, 196.5), (0, 201.5)]","[133715.08, 478828.458]",11.843,6.175
13_3898_4243,"[(105.0, 140.5), (135.5, 123.0), (129.0, 111.5), (125.0, 111.5), (116.0, 118.5), (94.5, 130.0), (94.5, 133.0), (101.0, 140.5), (105.0, 140.5)]","[133759.335, 478859.824]",17.062,6.384
13_3898_4243,"[(187.0, 101.5), (212.5, 90.0), (213.5, 88.0), (208.0, 75.5), (205.0, 74.5), (176.5, 86.0), (179.5, 98.0), (183.0, 101.5), (187.0, 101.5)]","[133792.824, 478875.897]",14.814,7.687
13_3898_4243,"[(219.0, 83.5), (223.0, 81.5), (229.0, 81.5), (252.0, 75.5), (253.5, 74.0), (253.5, 63.0), (231.0, 67.5), (214.0, 73.5), (213.5, 77.0), (215.5, 81.0), (219.0, 83.5)]","[133809.528, 478882.128]",17.74,5.478
13_3898_4243,"[(29.0, 193.5), (39.0, 185.5), (49.5, 181.0), (44.5, 171.0), (41.0, 167.5), (39.0, 167.5), (33.0, 173.5), (20.0, 180.5), (18.5, 183.0), (21.5, 189.0), (26.0, 193.5), (29.0, 193.5)]","[133725.231, 478836.981]",12.183,7.137
13_3820_4311,"[(62.0, 84.5), (86.5, 61.0), (87.5, 59.0), (80.0, 51.5), (77.0, 52.5), (52.5, 75.0), (52.5, 77.0), (60.0, 84.5), (62.0, 84.5)]","[125353.77, 486195.741]",15.842,5.641
13_3788_4329,"[(139.0, 138.5), (144.5, 132.0), (144.5, 127.0), (143.0, 125.5), (111.0, 109.5), (99.0, 100.5), (93.5, 102.0), (87.5, 112.0), (92.0, 116.5), (105.0, 121.5), (134.0, 138.5), (139.0, 138.5)]","[121932.758, 488109.26]",7.295,24.964
13_3788_4329,"[(0, 49.5), (0, 57.5), (2.0, 61.5), (16.0, 68.5), (32.0, 80.5), (58.0, 93.5), (79.0, 108.5), (87.0, 108.5), (94.5, 100.0), (96.5, 95.0), (93.0, 90.5), (76.0, 79.5), (49.0, 65.5), (19.0, 45.5), (11.0, 41.5), (5.0, 41.5), (0, 46.0), (0, 49.5)]","[121903.524, 488128.019]",9.828,45.705
13_3757_4376,"[(135.0, 181.5), (153.0, 178.5), (154.5, 177.0), (154.5, 172.0), (151.0, 169.5), (101.0, 171.5), (96.5, 176.0), (100.0, 180.5), (103.0, 181.5), (135.0, 181.5)]","[118603.722, 493139.304]",24.408,4.767
13_3757_4376,"[(44.0, 194.5), (76.0, 189.5), (85.0, 186.5), (88.5, 183.0), (88.5, 179.0), (86.0, 176.5), (76.0, 174.5), (60.0, 174.5), (48.0, 176.5), (28.0, 176.5), (25.5, 179.0), (24.5, 188.0), (26.0, 193.5), (44.0, 194.5)]","[118573.631, 493135.887]",27.063,7.964
13_3757_4376,"[(200.0, 179.5), (220.0, 178.5), (224.5, 175.0), (224.5, 171.0), (221.0, 168.5), (168.0, 168.5), (161.5, 173.0), (164.0, 177.5), (169.0, 179.5), (200.0, 179.5)]","[118631.903, 493140.092]",26.46,4.62
13_3757_4376,"[(217.0, 188.5), (220.5, 185.0), (220.5, 181.0), (216.0, 178.5), (175.0, 179.5), (172.5, 181.0), (173.5, 182.0), (171.5, 185.0), (174.0, 188.5), (217.0, 188.5)]","[118633.275, 493135.945]",20.58,4.2
13_3757_4376,"[(21.0, 192.5), (23.5, 191.0), (23.5, 182.0), (21.0, 177.5), (0, 177.0), (0, 191.0), (1.0, 192.5), (21.0, 192.5)]","[118555.537, 493135.45]",9.87,6.51
13_3770_4316,"[(239.0, 253.5), (241.5, 249.0), (235.5, 236.0), (231.5, 220.0), (229.0, 217.5), (226.0, 217.5), (217.0, 220.5), (214.5, 225.0), (221.5, 238.0), (226.5, 252.0), (228.0, 253.5), (239.0, 253.5)]","[120044.331, 486662.953]",7.435,16.115
13_3770_4316,"[(189.0, 143.5), (193.5, 139.0), (187.5, 127.0), (182.5, 111.0), (180.0, 106.5), (172.0, 108.5), (169.5, 112.0), (181.5, 136.0), (182.5, 141.0), (184.0, 143.5), (189.0, 143.5)]","[120024.729, 486709.57]",5.154,16.335
13_3770_4316,"[(218.0, 83.5), (220.5, 80.0), (219.5, 71.0), (214.5, 60.0), (211.5, 48.0), (208.0, 44.5), (205.0, 44.5), (200.5, 48.0), (200.5, 52.0), (208.5, 68.0), (213.5, 83.0), (218.0, 83.5)]","[120037.08, 486735.436]",4.91,17.217
13_3770_4316,"[(254.0, 183.5), (253.5, 150.0), (250.0, 148.5), (243.0, 150.5), (241.5, 153.0), (253.0, 186.5), (254.0, 183.5)]","[120053.243, 486693.542]",5.058,15.977
13_3811_4338,"[(254.0, 234.5), (253.0, 226.5), (242.0, 224.5), (238.5, 231.0), (233.5, 253.0), (249.0, 253.5), (251.5, 251.0), (254.0, 234.5)]","[124459.55, 489026.559]",12.416,7.288
13_3811_4338,"[(254.0, 195.5), (253.0, 178.5), (243.5, 212.0), (243.5, 217.0), (249.0, 219.5), (253.5, 218.0), (254.0, 195.5)]","[124461.735, 489041.513]",17.253,4.255
13_3893_4242,"[(40.0, 187.5), (55.0, 183.5), (72.0, 181.5), (72.5, 175.0), (70.5, 165.0), (63.0, 164.5), (53.0, 167.5), (29.0, 169.5), (27.5, 172.0), (27.5, 180.0), (30.5, 187.0), (40.0, 187.5)]","[133194.327, 478731.509]",19.004,8.152
13_3893_4242,"[(221.0, 169.5), (239.0, 166.5), (239.5, 154.0), (212.0, 154.5), (210.5, 156.0), (211.5, 169.0), (221.0, 169.5)]","[133267.828, 478737.682]",12.193,6.368
13_3893_4242,"[(0, 180.5), (0.0, 193.5), (15.0, 192.5), (23.5, 189.0), (22.5, 178.0), (20.0, 172.5), (0.0, 175.5), (0, 180.5)]","[133178.149, 478728.469]",10.001,8.175
13_3893_4242,"[(143.0, 178.5), (145.5, 177.0), (145.0, 161.5), (99.0, 162.5), (97.5, 164.0), (97.5, 175.0), (99.0, 178.5), (143.0, 178.5)]","[133224.552, 478733.94]",20.137,7.12
13_3893_4242,"[(181.0, 173.5), (202.0, 171.5), (203.5, 170.0), (202.5, 159.0), (199.0, 157.5), (182.0, 160.5), (174.0, 159.5), (171.5, 164.0), (174.5, 172.0), (176.0, 173.5), (181.0, 173.5)]","[133252.432, 478735.772]",13.196,6.096
13_3699_4303,"[(0, 225.5), (1.0, 231.5), (16.0, 242.5), (20.0, 243.5), (22.5, 241.0), (24.5, 233.0), (7.0, 220.5), (0.0, 218.5), (0, 225.5)]","[112319.437, 485267.01]",5.322,13.182
13_3884_4256,"[(63.0, 195.5), (80.0, 191.5), (91.0, 191.5), (101.0, 189.5), (101.5, 175.0), (98.0, 173.5), (76.0, 177.5), (57.0, 177.5), (50.0, 179.5), (49.5, 187.0), (51.5, 195.0), (63.0, 195.5)]","[132237.395, 480233.137]",22.226,7.769
13_3884_4256,"[(206.0, 186.5), (223.0, 185.5), (229.0, 183.5), (230.5, 182.0), (230.5, 168.0), (191.0, 167.5), (188.5, 173.0), (189.5, 186.0), (206.0, 186.5)]","[132293.683, 480236.465]",7.9,17.686
13_3884_4256,"[(0, 175.5), (0, 194.0), (14.0, 194.5), (14.5, 176.0), (13.0, 174.5), (0, 175.5)]","[132208.786, 480233.197]",8.386,6.093
13_3884_4256,"[(42.0, 193.5), (43.5, 192.0), (43.0, 177.5), (16.5, 178.0), (17.0, 193.5), (42.0, 193.5)]","[132218.38, 480232.766]",11.227,6.711
13_3884_4256,"[(161.0, 185.5), (163.5, 184.0), (163.0, 170.5), (115.5, 171.0), (115.5, 180.0), (120.0, 185.5), (161.0, 185.5)]","[132264.503, 480235.952]",20.141,6.291
13_3864_4280,"[(107.0, 44.5), (109.5, 40.0), (109.5, 32.0), (106.0, 29.5), (66.0, 28.5), (64.5, 30.0), (65.0, 43.5), (107.0, 44.5)]","[130091.822, 482875.867]",6.308,18.995
13_3864_4280,"[(171.0, 45.5), (172.5, 43.0), (172.5, 33.0), (171.0, 31.5), (115.5, 32.0), (115.5, 44.0), (118.0, 45.5), (171.0, 45.5)]","[130115.897, 482874.988]",23.94,5.88
13_3864_4280,"[(216.0, 47.5), (220.5, 45.0), (220.0, 33.5), (176.5, 33.0), (177.5, 44.0), (180.0, 46.5), (216.0, 47.5)]","[130138.848, 482874.386]",5.899,18.537
13_3864_4280,"[(56.0, 40.5), (56.5, 29.0), (53.0, 27.5), (15.5, 28.0), (15.0, 40.5), (56.0, 40.5)]","[130070.4, 482876.86]",17.43,5.46
13_3864_4280,"[(0, 27.5), (0.0, 40.5), (13.5, 40.0), (14.5, 28.0), (13.0, 26.5), (0, 27.5)]","[130058.316, 482877.109]",6.28,5.674
13_3864_4280,"[(254.0, 38.5), (253.0, 32.5), (239.0, 32.5), (237.5, 34.0), (237.5, 49.0), (253.0, 49.5), (254.0, 38.5)]","[130158.502, 482874.028]",6.93,7.14
13_3797_4312,"[(254.0, 116.5), (253.0, 108.5), (234.0, 118.5), (230.5, 122.0), (229.5, 126.0), (231.0, 128.5), (235.0, 128.5), (253.0, 120.5), (254.0, 116.5)]","[122953.373, 486281.617]",12.157,4.46
13_3892_4225,"[(6.0, 30.5), (34.0, 22.5), (35.5, 18.0), (33.5, 15.0), (32.5, 8.0), (28.0, 6.5), (2.0, 14.5), (1.5, 23.0), (6.0, 30.5)]","[133073.534, 476969.894]",14.281,7.161
13_3892_4225,"[(94.5, 0), (54.0, 0), (44.0, 2.5), (42.5, 6.0), (47.5, 18.0), (49.0, 19.5), (53.0, 19.5), (94.0, 4.5), (95.5, 3.0), (94.5, 0)]","[133093.106, 476974.509]",21.376,8.004
13_3698_4221,"[(137.0, 43.5), (144.5, 38.0), (144.5, 36.0), (127.5, 8.0), (123.0, 6.5), (116.5, 12.0), (116.5, 14.0), (133.5, 42.0), (137.0, 43.5)]","[112261.831, 476537.049]",5.257,16.335
13_3698_4221,"[(0, 5.5), (4.5, 0), (0, 2.0), (0, 5.5)]","[112207.67, 476546.47]",2.985,0.931
13_3698_4221,"[(162.0, 77.5), (166.5, 74.0), (164.5, 68.0), (152.5, 48.0), (150.0, 45.5), (145.0, 45.5), (139.5, 50.0), (140.5, 55.0), (147.5, 64.0), (152.5, 74.0), (156.0, 77.5), (162.0, 77.5)]","[112271.29, 476521.67]",5.831,15.176
13_3698_4221,"[(209.0, 210.5), (211.5, 207.0), (211.5, 203.0), (196.5, 175.0), (188.0, 164.5), (183.0, 164.5), (181.5, 167.0), (183.5, 174.0), (196.5, 199.0), (204.0, 210.5), (209.0, 210.5)]","[112289.734, 476468.674]",4.76,22.187
13_3855_4381,"[(138.5, 0), (124.5, 0.0), (143.0, 15.5), (154.0, 22.5), (158.5, 18.0), (158.5, 14.0), (138.5, 0)]","[129148.154, 493746.538]",4.249,16.034
13_3703_4221,"[(33.0, 42.5), (39.0, 39.5), (40.5, 36.0), (25.5, 9.0), (21.0, 4.5), (17.0, 5.5), (13.5, 8.0), (13.5, 12.0), (29.5, 41.0), (33.0, 42.5)]","[112755.845, 476537.636]",5.058,16.97
13_3703_4221,"[(60.0, 80.5), (61.5, 79.0), (61.5, 75.0), (50.5, 54.0), (47.0, 50.5), (42.0, 52.5), (41.5, 57.0), (53.5, 78.0), (56.0, 80.5), (60.0, 80.5)]","[112766.308, 476519.937]",3.907,13.961
13_3715_4229,"[(229.5, 0), (214.5, 0), (214.5, 1.0), (232.5, 33.0), (237.0, 33.5), (244.5, 28.0), (244.5, 24.0), (232.5, 2.0), (229.5, 0)]","[114131.835, 477401.185]",6.383,16.896
13_3693_4332,"[(36.0, 205.5), (39.5, 202.0), (38.5, 197.0), (18.0, 177.5), (12.0, 173.5), (8.0, 173.5), (8.5, 179.0), (26.5, 196.0), (34.0, 205.5), (36.0, 205.5)]","[111679.66, 488402.812]",3.837,17.839
13_3895_4234,"[(159.0, 161.5), (161.5, 157.0), (165.5, 140.0), (170.5, 129.0), (170.5, 125.0), (165.0, 121.5), (159.0, 121.5), (157.5, 123.0), (148.5, 150.0), (145.5, 155.0), (146.0, 158.5), (154.0, 161.5), (159.0, 161.5)]","[133455.011, 477885.734]",17.353,6.587
13_3895_4234,"[(111.0, 244.5), (132.5, 216.0), (131.0, 212.5), (121.0, 205.5), (116.5, 208.0), (99.5, 236.0), (107.0, 243.5), (111.0, 244.5)]","[133437.156, 477850.912]",16.465,7.388
13_3895_4234,"[(164.0, 99.5), (171.5, 91.0), (173.5, 84.0), (139.0, 66.5), (136.0, 66.5), (129.5, 75.0), (128.5, 79.0), (144.0, 89.5), (164.0, 99.5)]","[133451.946, 477910.594]",7.665,18.772
13_3895_4234,"[(128.0, 59.5), (131.5, 57.0), (132.5, 52.0), (127.5, 39.0), (123.5, 22.0), (122.0, 19.5), (119.0, 19.5), (110.0, 22.5), (107.5, 27.0), (116.5, 55.0), (119.0, 59.5), (128.0, 59.5)]","[133438.933, 477928.545]",7.04,17.151
13_3895_4234,"[(122.5, 0), (105.5, 0.0), (105.5, 15.0), (107.0, 18.5), (120.0, 18.5), (122.5, 17.0), (122.5, 0)]","[133436.369, 477941.446]",7.77,7.14
13_3895_4234,"[(140.0, 204.5), (156.5, 174.0), (156.5, 172.0), (153.0, 168.5), (145.0, 164.5), (142.5, 166.0), (131.5, 185.0), (124.5, 194.0), (124.5, 196.0), (128.0, 199.5), (137.0, 204.5), (140.0, 204.5)]","[133447.683, 477867.61]",16.496,7.824
13_3842_4383,"[(142.0, 46.5), (175.0, 32.5), (177.5, 30.0), (175.5, 22.0), (171.0, 20.5), (139.0, 34.5), (136.5, 37.0), (136.5, 43.0), (138.0, 46.5), (142.0, 46.5)]","[127755.701, 493951.641]",18.524,5.296
13_3842_4383,"[(190.0, 25.5), (216.0, 13.5), (226.0, 10.5), (228.5, 8.0), (226.5, 1.0), (225.0, 0), (219.0, 0), (198.0, 9.5), (186.0, 13.5), (183.5, 17.0), (186.5, 24.0), (190.0, 25.5)]","[127776.38, 493960.676]",19.255,5.298
13_3842_4383,"[(33.0, 97.5), (52.0, 87.5), (84.0, 74.5), (86.5, 70.0), (82.5, 63.0), (81.0, 61.5), (75.0, 62.5), (51.0, 74.5), (28.0, 82.5), (26.5, 84.0), (26.5, 88.0), (28.5, 95.0), (33.0, 97.5)]","[127713.305, 493932.557]",26.523,6.606
13_3842_4383,"[(100.0, 66.5), (128.0, 53.5), (130.5, 51.0), (130.5, 47.0), (127.5, 42.0), (120.0, 42.5), (95.0, 53.5), (92.5, 56.0), (92.5, 59.0), (97.0, 66.5), (100.0, 66.5)]","[127736.702, 493943.172]",16.598,5.837
13_3842_4383,"[(0, 89.5), (0.0, 102.5), (11.0, 102.5), (17.5, 100.0), (17.5, 91.0), (16.0, 87.5), (4.0, 87.5), (0, 89.5)]","[127693.518, 493925.877]",7.35,6.3
13_3783_4312,"[(75.0, 14.5), (78.5, 13.0), (78.5, 9.0), (75.0, 6.5), (51.0, 0.5), (42.0, 0.5), (40.5, 2.0), (40.5, 6.0), (44.0, 8.5), (75.0, 14.5)]","[121371.115, 486328.844]",3.857,16.547
13_3797_4236,"[(231.0, 141.5), (234.5, 139.0), (252.5, 113.0), (253.5, 109.0), (252.0, 106.5), (245.0, 104.5), (223.5, 130.0), (222.5, 136.0), (231.0, 141.5)]","[122951.401, 478108.652]",17.239,5.95
13_3797_4236,"[(195.0, 205.5), (224.5, 164.0), (224.5, 162.0), (221.0, 158.5), (212.0, 152.5), (209.0, 152.5), (206.5, 155.0), (181.5, 193.0), (182.0, 198.5), (191.0, 204.5), (195.0, 205.5)]","[122936.567, 478085.329]",23.064,8.387
13_3797_4236,"[(148.0, 253.5), (151.5, 251.0), (153.5, 247.0), (148.0, 240.5), (142.0, 236.5), (127.5, 252.0), (128.0, 253.5), (148.0, 253.5)]","[122910.974, 478056.539]",9.726,7.074
13_3797_4236,"[(163.0, 239.5), (189.5, 213.0), (176.0, 203.5), (173.0, 204.5), (150.5, 227.0), (150.5, 230.0), (160.0, 239.5), (163.0, 239.5)]","[122922.445, 478067.36]",16.631,7.425
